GEOID,name,total_population,median_income,median_home_value,educational_attainment,white_alone,black_alone,native,asian,native_hawaiian_pacific_islander,some_other_race_alone,two_or_more,hispanic_or_latino,total_population00,median_income00,median_home_value00,educational_attainment_00,white_alone00,black_alone00,native00,asian00,native_hawaiian_pacific_islander00,hispanic_or_latino00
34017005802,"Census Tract 58.02, Hudson County, New Jersey",1627,139500.0,492500.0,999.0,1040.0,63.0,0.0,252.0,0.0,20.0,14.0,238.0,663.9999756,80294.99803999999,253400.0067,275.3326721,331.6798401000001,231.7917023,0.6403085589999999,45.46190643,0.0,51.86499405
34017005900,"Census Tract 59, Hudson County, New Jersey",7589,61591.0,296900.0,1920.0,1376.0,1401.0,11.0,3126.0,0.0,139.0,244.0,1303.0,7192.0,48563.0,151800.0,1242.0,2321.0,1239.0,21.0,2058.0,0.0,1237.0
34017006000,"Census Tract 60, Hudson County, New Jersey",4867,41331.0,271500.0,452.0,130.0,3210.0,0.0,180.0,0.0,31.0,81.0,1235.0,4412.0,35606.0,103800.0,254.0,342.0,2762.0,13.0,194.0,0.0,1064.0
34017006100,"Census Tract 61, Hudson County, New Jersey",6613,48231.0,252300.0,1291.0,1327.0,2122.0,0.0,1258.0,0.0,128.0,277.0,1501.0,6903.0,39629.0,156300.0,1024.0,1939.0,1994.0,25.0,1335.0,0.0,1502.0
34017006200,"Census Tract 62, Hudson County, New Jersey",3798,35625.0,237900.0,356.0,418.0,1420.0,62.0,624.0,0.0,57.0,51.0,1166.0,3677.0,29323.0,132300.0,388.0,901.0,1329.0,15.0,321.0,0.0,1039.0
34017006300,"Census Tract 63, Hudson County, New Jersey",4098,32422.0,235800.0,419.0,415.0,1499.0,42.0,347.0,0.0,91.0,24.0,1691.0,4621.0,36069.0,136800.0,464.0,845.0,1647.0,19.0,379.0,4.0,1621.0
34017006400,"Census Tract 64, Hudson County, New Jersey",2978,98319.0,498500.0,1814.0,1391.0,276.0,9.0,519.0,0.0,0.0,85.0,707.0,2987.745644,46221.34532,228487.9586,966.2344055,1066.493103,375.6762085,18.8925848,348.4916611,0.0,1139.255615
34017006500,"Census Tract 65, Hudson County, New Jersey",2161,57500.0,424100.0,798.0,784.0,293.0,24.0,179.0,0.0,0.0,134.0,747.0,2173.254361,36541.02597,163274.8634,469.0102005,658.1759567,387.52522660000005,9.265688181,117.7025852,5.0,979.6220779
34017006600,"Census Tract 66, Hudson County, New Jersey",1636,108523.0,437500.0,763.0,239.0,38.0,0.0,1293.0,0.0,7.0,24.0,35.0,1724.275957,36438.07936,160458.1245,378.0423813,131.32468799999998,149.33570859999998,9.201224566,1069.111137,0.0,326.4080353
34017006700,"Census Tract 67, Hudson County, New Jersey",3010,22679.0,410700.0,139.0,116.0,1646.0,0.0,15.0,0.0,0.0,8.0,1225.0,4576.000003,13580.61992,99317.57213,162.9603958,67.63366318,3295.554455,9.351485132999999,276.2079163,0.0,920.3910904
34017006800,"Census Tract 68, Hudson County, New Jersey",3722,33250.0,198200.0,275.0,83.0,3021.0,0.0,140.0,0.0,0.0,104.0,374.0,3196.0,29261.3,89178.87324,224.0,24.0,2904.0,4.0,20.0,2.0,230.0
34017006900,"Census Tract 69, Hudson County, New Jersey",44,,,3.0,3.0,13.0,0.0,4.0,0.0,0.0,4.0,20.0,168.99999680000005,31286.99989,129500.0029,26.25386047,45.46400452,41.27717972,0.049256776,29.11075401,0.0,49.20751953
34017007000,"Census Tract 70, Hudson County, New Jersey",3803,101071.0,465300.0,2042.0,1162.0,179.0,0.0,1156.0,0.0,33.0,126.0,1147.0,4279.99997,40656.79404,190759.8375,1241.35376,1157.955292,391.0051117,13.30012751,833.7650146000002,0.0,1820.573425
34017007100,"Census Tract 71, Hudson County, New Jersey",3349,55132.0,369800.0,1325.0,874.0,335.0,11.0,1096.0,8.0,0.0,167.0,869.0,3956.724186,34884.00074,129100.0033,884.9972534,1054.041626,479.1098633,33.44729233,1085.68103,0.0,1090.200928
34017007200,"Census Tract 72, Hudson County, New Jersey",2239,101733.0,566600.0,1232.0,1044.0,198.0,0.0,616.0,0.0,15.0,28.0,338.0,1464.000051,61347.80684,219165.306,471.4165421,549.5507355000002,283.2718315,5.42618674,272.5034313,0.083921336,334.5068817
34017007300,"Census Tract 73, Hudson County, New Jersey",2010,140000.0,557800.0,1612.0,937.0,80.0,15.0,707.0,0.0,0.0,79.0,192.0,117.9178893,57341.29716,209616.99,56.21995214,55.21797192,19.19821168,0.909257399,12.74167573,0.0,28.17710784
34017007400,"Census Tract 74, Hudson County, New Jersey",5375,179850.0,658900.0,3965.0,2812.0,133.0,0.0,1692.0,0.0,0.0,215.0,523.0,1225.639616,78090.00082,215499.9958,725.0158081000002,743.5300292999998,148.11355590000005,2.962270975,173.29284669999996,0.0,132.56163020000002
34017007500,"Census Tract 75, Hudson County, New Jersey",5812,103347.0,506500.0,3396.0,2208.0,340.0,0.0,2138.0,42.0,22.0,92.0,970.0,4422.53611,38412.22373,83640.22783999999,1792.5249789999998,1956.590485,650.5240021000002,11.97048002,1163.773083,2.0,580.4289818
34017007600,"Census Tract 76, Hudson County, New Jersey",6928,167201.0,685400.0,5186.0,2438.0,165.0,12.0,3512.0,0.0,0.0,313.0,500.0,1481.000017,52739.1905,200718.6638,606.3255615,490.8520966,148.30791090000002,3.390459478,415.0189667,0.08632337300000001,392.3360481
34017007700,"Census Tract 77, Hudson County, New Jersey",10202,136742.0,625000.0,6556.0,1590.0,545.0,0.0,6780.0,0.0,121.0,311.0,855.0,5552.999943,83204.42628,222276.4424,3627.346643,2198.841929,390.2069006,6.632037163,2397.611159,0.829004645,466.6037378
34017007800,"Census Tract 78, Hudson County, New Jersey",1461,26384.0,280000.0,426.0,455.0,170.0,0.0,245.0,6.0,0.0,28.0,557.0,863.0000154999999,37624.92311,215601.9611,129.5573707,312.7998616000001,223.2082683,4.251189049,43.10143852,0.000750638,267.9799195
34017010100,"Census Tract 101, Hudson County, New Jersey",5915,47308.0,317400.0,1221.0,2950.0,768.0,0.0,684.0,0.0,0.0,93.0,1420.0,5377.0,42264.0,163800.0,877.0,3798.0,223.0,10.0,402.0,3.0,844.0
34017010200,"Census Tract 102, Hudson County, New Jersey",2832,56852.0,320100.0,771.0,1832.0,57.0,0.0,339.0,0.0,0.0,63.0,541.0,3068.0,45256.0,167500.0,434.0,2271.0,78.0,5.0,194.0,0.0,452.0
34017010300,"Census Tract 103, Hudson County, New Jersey",3171,40644.0,267000.0,639.0,1297.0,646.0,0.0,205.0,0.0,11.0,226.0,786.0,2814.0,42350.0,166300.0,373.0,1941.0,237.0,10.0,140.0,1.0,461.0
34017010400,"Census Tract 104, Hudson County, New Jersey",4490,64449.0,319800.0,1485.0,2260.0,466.0,0.0,738.0,0.0,0.0,34.0,992.0,3706.0,42083.0,163100.0,697.0,2790.0,82.0,7.0,181.0,0.0,593.0
34017010500,"Census Tract 105, Hudson County, New Jersey",5175,67331.0,369500.0,1583.0,3059.0,325.0,26.0,654.0,0.0,0.0,0.0,1111.0,5270.0,51050.0,187900.0,1271.0,3794.0,236.0,6.0,381.0,0.0,699.0
34017010600,"Census Tract 106, Hudson County, New Jersey",6881,43166.0,307500.0,1577.0,2992.0,618.0,0.0,1010.0,25.0,0.0,81.0,2155.0,6457.0,33684.0,173500.0,1139.0,4558.0,177.0,17.0,330.0,0.0,1205.0
34017010700,"Census Tract 107, Hudson County, New Jersey",3839,45875.0,328900.0,634.0,2051.0,299.0,0.0,161.0,0.0,0.0,101.0,1227.0,3856.0,41289.0,165400.0,451.0,2561.0,269.0,12.0,180.0,0.0,774.0
34017010800,"Census Tract 108, Hudson County, New Jersey",3146,65938.0,330600.0,425.0,1695.0,174.0,21.0,72.0,168.0,0.0,97.0,940.0,3068.0,43644.0,164800.0,343.0,2160.0,74.0,4.0,104.0,0.0,693.0
34017010900,"Census Tract 109, Hudson County, New Jersey",2149,29844.0,322400.0,473.0,1268.0,138.0,0.0,170.0,0.0,11.0,16.0,546.0,2032.0,23158.0,149000.0,143.0,1266.0,205.0,10.0,46.0,0.0,445.0
34017011000,"Census Tract 110, Hudson County, New Jersey",2239,50517.0,275000.0,407.0,870.0,213.0,33.0,391.0,0.0,0.0,12.0,746.0,2248.0,36703.0,164700.0,180.0,895.0,350.0,5.0,129.0,0.0,822.0
34017011100,"Census Tract 111, Hudson County, New Jersey",4770,45255.0,295200.0,800.0,2152.0,543.0,16.0,379.0,7.0,5.0,119.0,1565.0,4339.0,33811.0,166900.0,446.0,2206.0,403.0,17.0,230.0,3.0,1295.0
34017011200,"Census Tract 112, Hudson County, New Jersey",6689,64722.0,314300.0,1557.0,4389.0,438.0,0.0,232.0,0.0,153.0,145.0,1332.0,6364.0,53027.0,179400.0,1002.0,5196.0,151.0,10.0,167.0,1.0,721.0
34017011300,"Census Tract 113, Hudson County, New Jersey",2755,46616.0,267100.0,465.0,1121.0,376.0,0.0,156.0,0.0,0.0,39.0,1063.0,2774.0,39485.0,147800.0,333.0,2013.0,98.0,7.0,103.0,0.0,520.0
34017011400,"Census Tract 114, Hudson County, New Jersey",3794,65708.0,306200.0,665.0,2277.0,100.0,0.0,551.0,0.0,0.0,106.0,760.0,3184.0,43875.0,161600.0,513.0,2604.0,81.0,10.0,107.0,0.0,361.0
34017011500,"Census Tract 115, Hudson County, New Jersey",3484,71200.0,324000.0,729.0,1937.0,259.0,0.0,266.0,0.0,113.0,0.0,909.0,3228.0,56786.0,183500.0,459.0,2705.0,53.0,4.0,121.0,0.0,328.0
34017011600,"Census Tract 116, Hudson County, New Jersey",4443,46821.0,305600.0,1020.0,2338.0,666.0,0.0,352.0,0.0,16.0,75.0,996.0,4057.0,30443.0,159100.0,413.0,2459.0,688.0,5.0,78.0,0.0,802.0
34017012300,"Census Tract 123, Hudson County, New Jersey",2476,62500.0,306500.0,505.0,1134.0,73.0,28.0,146.0,0.0,16.0,34.0,1073.0,2128.0,51685.0,165500.0,364.0,1487.0,29.0,3.0,137.0,1.0,440.0
34017012400,"Census Tract 124, Hudson County, New Jersey",2998,95439.0,348200.0,866.0,2165.0,0.0,0.0,121.0,0.0,7.0,28.0,677.0,3143.0,67321.0,190900.0,634.0,2608.0,20.0,2.0,91.0,0.0,388.0
34017012500,"Census Tract 125, Hudson County, New Jersey",4660,95000.0,328600.0,990.0,2145.0,308.0,34.0,606.0,0.0,8.0,116.0,1443.0,3847.0,57414.0,173600.0,608.0,2801.0,27.0,17.0,179.0,1.0,768.0
34017012600,"Census Tract 126, Hudson County, New Jersey",3534,52276.0,298200.0,618.0,1757.0,2.0,0.0,168.0,0.0,57.0,51.0,1499.0,3496.0,47061.0,170600.0,405.0,2341.0,37.0,3.0,175.0,0.0,862.0
34017012700,"Census Tract 127, Hudson County, New Jersey",6035,63480.0,293400.0,746.0,2546.0,576.0,0.0,164.0,0.0,0.0,41.0,2708.0,7271.0,49692.0,150200.0,611.0,3867.0,1199.0,15.0,282.0,0.0,1789.0
34017012800,"Census Tract 128, Hudson County, New Jersey",4230,53879.0,306000.0,542.0,1847.0,75.0,0.0,117.0,0.0,238.0,97.0,1856.0,3993.0,45497.0,150000.0,354.0,2439.0,40.0,28.0,224.0,0.0,1152.0
34017012900,"Census Tract 129, Hudson County, New Jersey",4068,56941.0,322000.0,478.0,1643.0,16.0,12.0,50.0,0.0,0.0,24.0,2335.0,3765.0,47450.0,163600.0,462.0,2274.0,31.0,6.0,191.0,0.0,1126.0
34017013000,"Census Tract 130, Hudson County, New Jersey",3639,55929.0,306200.0,500.0,822.0,57.0,77.0,227.0,0.0,143.0,11.0,2321.0,3337.0,40523.0,170200.0,295.0,1527.0,38.0,6.0,198.0,0.0,1429.0
34017013100,"Census Tract 131, Hudson County, New Jersey",2298,51932.0,314000.0,305.0,1043.0,120.0,0.0,78.0,0.0,81.0,0.0,976.0,2130.0,41118.0,166400.0,215.0,1365.0,18.0,5.0,108.0,0.0,591.0
34017013200,"Census Tract 132, Hudson County, New Jersey",4783,56990.0,286700.0,600.0,1631.0,55.0,0.0,153.0,0.0,42.0,209.0,2693.0,4090.0,40833.0,157200.0,469.0,2031.0,77.0,5.0,294.0,0.0,1540.0
34017013300,"Census Tract 133, Hudson County, New Jersey",3308,57236.0,292800.0,452.0,1226.0,132.0,20.0,67.0,0.0,74.0,44.0,1765.0,3313.0,43164.0,163700.0,393.0,1685.0,76.0,6.0,495.0,0.0,990.0
34017013400,"Census Tract 134, Hudson County, New Jersey",2717,59038.0,260500.0,319.0,666.0,14.0,0.0,231.0,0.0,25.0,5.0,1776.0,2377.0,44352.0,158600.0,197.0,1058.0,30.0,5.0,60.0,1.0,1130.0
34017013500,"Census Tract 135, Hudson County, New Jersey",5069,47382.0,295300.0,915.0,1692.0,13.0,42.0,624.0,0.0,9.0,104.0,2585.0,4677.0,39589.0,156400.0,518.0,2509.0,37.0,6.0,441.0,0.0,1571.0
34017013600,"Census Tract 136, Hudson County, New Jersey",2281,48833.0,363200.0,512.0,528.0,7.0,0.0,444.0,0.0,6.0,0.0,1296.0,2193.0,36425.0,163400.0,254.0,885.0,10.0,4.0,164.0,0.0,1076.0
34017013700,"Census Tract 137, Hudson County, New Jersey",2492,61466.0,290400.0,389.0,545.0,102.0,29.0,201.0,0.0,7.0,14.0,1623.0,2614.0,40230.0,152800.0,494.0,1065.0,23.0,3.0,314.0,0.0,1139.0
34017013800,"Census Tract 138, Hudson County, New Jersey",2285,78382.0,321300.0,902.0,705.0,3.0,0.0,880.0,0.0,31.0,18.0,648.0,1965.0,45486.0,166800.0,259.0,872.0,8.0,5.0,321.0,0.0,687.0
34017013900,"Census Tract 139, Hudson County, New Jersey",2880,70625.0,326900.0,775.0,1143.0,126.0,43.0,840.0,0.0,38.0,42.0,648.0,2975.0,49107.0,178600.0,507.0,1425.0,26.0,16.0,522.0,0.0,860.0
34017014000,"Census Tract 140, Hudson County, New Jersey",5213,55232.0,357700.0,881.0,600.0,172.0,26.0,251.0,0.0,0.0,0.0,4190.0,4670.0,41238.0,187300.0,604.0,1524.0,71.0,15.0,202.0,0.0,2753.0
34017014101,"Census Tract 141.01, Hudson County, New Jersey",3710,82160.0,254500.0,1915.0,1515.0,184.0,0.0,825.0,0.0,14.0,24.0,1148.0,2365.999929,49554.99978,162300.0036,714.6834717,1193.017456,72.62661743,4.06959486,154.01852419999997,1.25218308,900.6326903999999
34017014102,"Census Tract 141.02, Hudson County, New Jersey",5217,57118.0,302900.0,1361.0,1066.0,201.0,53.0,168.0,0.0,47.0,152.0,3530.0,5191.999846,49554.99795,162299.9968,1568.316406,2617.982422,159.3733673,8.930404663,337.9814758,2.7478168010000004,1976.367188
34017014200,"Census Tract 142, Hudson County, New Jersey",6446,57411.0,338800.0,1087.0,639.0,81.0,0.0,618.0,0.0,0.0,0.0,5108.0,5862.0,43006.0,185700.0,811.0,1493.0,91.0,11.0,372.0,0.0,3793.0
34017014300,"Census Tract 143, Hudson County, New Jersey",5829,57917.0,362600.0,974.0,922.0,86.0,9.0,194.0,0.0,25.0,58.0,4544.0,5628.0,45208.0,214400.0,675.0,1411.0,106.0,41.0,328.0,0.0,3613.0
34017014400,"Census Tract 144, Hudson County, New Jersey",7695,64946.0,310900.0,1235.0,1166.0,295.0,0.0,341.0,0.0,82.0,0.0,5811.0,7855.0,44375.0,168000.0,927.0,2305.0,96.0,30.0,592.0,0.0,4589.0
34017014501,"Census Tract 145.01, Hudson County, New Jersey",7255,56555.0,295700.0,914.0,958.0,51.0,0.0,110.0,0.0,22.0,34.0,6080.0,5584.55769,26238.00129,168499.997,369.9966125,1894.659546,57.26137924,15.10190201,330.9833679,0.0,3132.38623
34017014502,"Census Tract 145.02, Hudson County, New Jersey",3217,17340.0,281000.0,312.0,669.0,16.0,8.0,33.0,0.0,25.0,0.0,2474.0,3056.750122,26238.00042,168499.9944,202.520462,1037.056274,31.3424511,8.266140938,181.16625980000003,0.0,1714.5354
34017014600,"Census Tract 146, Hudson County, New Jersey",3754,67500.0,294900.0,479.0,497.0,114.0,0.0,272.0,0.0,41.0,13.0,2817.0,3859.138978,41761.76396,153903.3343,318.5316289,1103.408418,41.40987716,7.633010725,318.8834482,0.0,2339.349558
34017014700,"Census Tract 147, Hudson County, New Jersey",5232,56653.0,273400.0,679.0,513.0,38.0,15.0,215.0,0.0,7.0,9.0,4435.0,4660.552992,41761.00103,152500.0033,507.9512939,1295.875732,142.9862823,10.99894524,344.9669189,0.0,2829.728516
34017014800,"Census Tract 148, Hudson County, New Jersey",6061,45817.0,243900.0,877.0,915.0,345.0,0.0,349.0,0.0,0.0,12.0,4440.0,6114.0,35313.0,156700.0,590.0,1595.0,128.0,12.0,324.0,0.0,4016.0
34017014900,"Census Tract 149, Hudson County, New Jersey",3162,59289.0,288700.0,397.0,298.0,11.0,0.0,494.0,0.0,0.0,26.0,2333.0,3244.0,41692.0,172100.0,497.0,957.0,59.0,9.0,576.0,0.0,1603.0
34017015001,"Census Tract 150.01, Hudson County, New Jersey",2263,92679.0,254300.0,1275.0,917.0,57.0,26.0,596.0,0.0,0.0,46.0,621.0,2197.9999390000007,48655.99846,174000.0,533.5627441,742.487915,87.32000732,4.0177917480000005,195.8003845,0.267852783,1110.517578
34017015002,"Census Tract 150.02, Hudson County, New Jersey",5991,42162.0,338600.0,746.0,896.0,257.0,43.0,46.0,0.0,82.0,16.0,4694.0,6008.000061,48656.00056,174000.0056,1458.4372560000004,2029.512085,238.6799927,10.98220825,535.199585,0.7321472170000001,3035.482422
34017015100,"Census Tract 151, Hudson County, New Jersey",3374,50920.0,335300.0,374.0,432.0,103.0,0.0,160.0,0.0,0.0,10.0,2669.0,2601.0,35250.0,139100.0,265.0,713.0,23.0,3.0,107.0,0.0,1725.0
34017015201,"Census Tract 152.01, Hudson County, New Jersey",2890,119107.0,281400.0,1841.0,1326.0,258.0,6.0,812.0,0.0,0.0,0.0,488.0,1554.781867,42308.99847,117800.0026,309.2738037,443.4794006,55.8856163,2.603989124,86.73287201,0.0,941.6425781
34017015202,"Census Tract 152.02, Hudson County, New Jersey",5982,52423.0,320100.0,1348.0,811.0,314.0,70.0,328.0,0.0,371.0,55.0,4103.0,6207.217901,42308.99974,117800.001,1234.726196,1770.5205079999996,223.1143799,10.396010400000002,346.2671204,0.0,3759.357178
34017015300,"Census Tract 153, Hudson County, New Jersey",4219,40417.0,336500.0,405.0,407.0,65.0,34.0,103.0,0.0,0.0,21.0,3589.0,4498.0,31014.0,148700.0,364.0,566.0,83.0,11.0,146.0,0.0,3657.0
34017015500,"Census Tract 155, Hudson County, New Jersey",5610,46161.0,296900.0,533.0,368.0,128.0,0.0,111.0,0.0,9.0,37.0,4957.0,4252.0,29479.0,173700.0,321.0,640.0,56.0,19.0,56.0,0.0,3423.0
34017015600,"Census Tract 156, Hudson County, New Jersey",4396,39512.0,270800.0,560.0,324.0,34.0,0.0,76.0,0.0,0.0,17.0,3945.0,3702.0,30237.0,152100.0,178.0,337.0,33.0,5.0,70.0,0.0,3215.0
34017015700,"Census Tract 157, Hudson County, New Jersey",3815,52472.0,260100.0,397.0,138.0,1.0,0.0,71.0,0.0,0.0,0.0,3605.0,3670.0,34439.0,196500.0,336.0,363.0,29.0,8.0,52.0,0.0,3191.0
34017015801,"Census Tract 158.01, Hudson County, New Jersey",3195,132643.0,561700.0,2201.0,1418.0,157.0,0.0,1159.0,10.0,8.0,29.0,414.0,989.0000178,30229.00007,344899.9977,183.23052980000003,187.9572754,22.66052818,1.1121732,60.61343765,0.0,707.6201782
34017015802,"Census Tract 158.02, Hudson County, New Jersey",6320,45057.0,377500.0,837.0,586.0,49.0,0.0,250.0,0.0,0.0,52.0,5383.0,6125.000088000002,30228.99879,344899.9933,1134.769531,1164.042725,140.3394775,6.88782692,375.3865662,0.0,4382.379883
34017015900,"Census Tract 159, Hudson County, New Jersey",5644,37860.0,249600.0,378.0,567.0,11.0,37.0,42.0,19.0,0.0,21.0,4984.0,5742.0,28833.0,165200.0,315.0,322.0,38.0,10.0,56.0,0.0,5303.0
34017016000,"Census Tract 160, Hudson County, New Jersey",3292,45208.0,257100.0,391.0,177.0,23.0,42.0,95.0,0.0,18.0,0.0,2979.0,3102.0,30408.0,187300.0,295.0,354.0,20.0,2.0,39.0,0.0,2668.0
34017016100,"Census Tract 161, Hudson County, New Jersey",3599,43676.0,299400.0,300.0,205.0,70.0,0.0,92.0,0.0,0.0,0.0,3232.0,3789.0,34336.0,170000.0,274.0,240.0,36.0,6.0,41.0,2.0,3450.0
34017016200,"Census Tract 162, Hudson County, New Jersey",4567,35942.0,319900.0,262.0,207.0,36.0,0.0,118.0,0.0,0.0,42.0,4164.0,4854.0,31590.0,167800.0,354.0,395.0,31.0,11.0,34.0,0.0,4372.0
34017016300,"Census Tract 163, Hudson County, New Jersey",4899,47000.0,285000.0,743.0,321.0,120.0,0.0,145.0,0.0,7.0,9.0,4297.0,4091.0,28603.0,170100.0,212.0,358.0,32.0,6.0,67.0,0.0,3615.0
34017016400,"Census Tract 164, Hudson County, New Jersey",4060,31761.0,293300.0,386.0,397.0,13.0,0.0,27.0,0.0,0.0,0.0,3623.0,3584.0,25979.0,172500.0,327.0,381.0,25.0,8.0,60.0,1.0,3084.0
34017016500,"Census Tract 165, Hudson County, New Jersey",4609,48750.0,252000.0,906.0,886.0,163.0,0.0,239.0,0.0,30.0,11.0,3280.0,4119.0,26442.0,141800.0,297.0,787.0,100.0,7.0,125.0,0.0,3039.0
34017016600,"Census Tract 166, Hudson County, New Jersey",4482,41742.0,291600.0,563.0,402.0,211.0,0.0,183.0,0.0,0.0,17.0,3669.0,3767.0,26292.0,162500.0,245.0,529.0,37.0,4.0,64.0,0.0,3106.0
34017016700,"Census Tract 167, Hudson County, New Jersey",1637,45625.0,347700.0,231.0,384.0,0.0,0.0,74.0,0.0,0.0,0.0,1179.0,1796.0,26042.0,164100.0,97.0,200.0,8.0,8.0,62.0,0.0,1510.0
34017016800,"Census Tract 168, Hudson County, New Jersey",3421,41354.0,307000.0,234.0,396.0,65.0,0.0,67.0,29.0,0.0,0.0,2864.0,3315.0,28438.0,163100.0,139.0,293.0,44.0,2.0,60.0,0.0,2900.0
34017016900,"Census Tract 169, Hudson County, New Jersey",3559,33194.0,256500.0,218.0,419.0,9.0,0.0,83.0,0.0,0.0,0.0,3048.0,3258.0,24506.0,185100.0,315.0,545.0,37.0,3.0,24.0,0.0,2631.0
34017017000,"Census Tract 170, Hudson County, New Jersey",5061,38221.0,289800.0,635.0,632.0,114.0,0.0,177.0,0.0,32.0,76.0,4030.0,4917.0,28952.0,143000.0,132.0,493.0,67.0,10.0,44.0,0.0,4290.0
34017017100,"Census Tract 171, Hudson County, New Jersey",5017,51879.0,286200.0,587.0,670.0,138.0,0.0,126.0,0.0,54.0,0.0,4029.0,5104.0,37991.0,169500.0,426.0,955.0,74.0,6.0,104.0,8.0,3896.0
34017017200,"Census Tract 172, Hudson County, New Jersey",3250,46429.0,350000.0,507.0,398.0,69.0,31.0,72.0,0.0,0.0,0.0,2711.0,3080.0,29665.0,183300.0,257.0,422.0,24.0,7.0,37.0,0.0,2572.0
34017017300,"Census Tract 173, Hudson County, New Jersey",2578,58273.0,249100.0,540.0,530.0,21.0,0.0,222.0,0.0,9.0,78.0,1718.0,2611.0,41735.0,115500.0,594.0,866.0,59.0,1.0,68.0,0.0,1596.0
34017017400,"Census Tract 174, Hudson County, New Jersey",2734,36979.0,303900.0,315.0,284.0,39.0,5.0,4.0,0.0,23.0,53.0,2331.0,2783.0,30850.0,175000.0,182.0,328.0,40.0,11.0,24.0,0.0,2371.0
34017017500,"Census Tract 175, Hudson County, New Jersey",4030,40458.0,232700.0,487.0,383.0,78.0,7.0,185.0,0.0,12.0,43.0,3329.0,4255.0,27841.0,164700.0,125.0,337.0,68.0,8.0,67.0,0.0,3762.0
34017017600,"Census Tract 176, Hudson County, New Jersey",3271,38875.0,292100.0,226.0,345.0,86.0,8.0,150.0,0.0,8.0,7.0,2675.0,3067.0,30723.0,177200.0,159.0,319.0,54.0,4.0,74.0,0.0,2605.0
34017017700,"Census Tract 177, Hudson County, New Jersey",1881,38904.0,285200.0,346.0,218.0,65.0,0.0,123.0,0.0,0.0,9.0,1466.0,2448.0,34929.0,170100.0,374.0,305.0,80.0,9.0,206.0,0.0,1841.0
34017017800,"Census Tract 178, Hudson County, New Jersey",6310,46075.0,294600.0,1416.0,953.0,0.0,232.0,510.0,0.0,0.0,65.0,4782.0,6250.0,35452.0,139700.0,806.0,1137.0,169.0,9.0,310.0,0.0,4586.0
34017017900,"Census Tract 179, Hudson County, New Jersey",2379,152708.0,1017200.0,1688.0,1383.0,59.0,0.0,683.0,0.0,0.0,35.0,219.0,1186.0,78694.0,334900.0,564.0,740.0,40.0,4.0,149.0,0.0,229.0
34017018000,"Census Tract 180, Hudson County, New Jersey",4182,75282.0,427000.0,1584.0,1863.0,152.0,0.0,282.0,0.0,0.0,45.0,1840.0,4707.0,45750.0,189500.0,1195.0,1758.0,148.0,9.0,269.0,0.0,2455.0
34017018100,"Census Tract 181, Hudson County, New Jersey",2971,65536.0,558900.0,1109.0,989.0,105.0,0.0,214.0,0.0,0.0,8.0,1655.0,3359.0,50381.0,253600.0,889.0,1668.0,75.0,8.0,86.0,0.0,1486.0
34017018200,"Census Tract 182, Hudson County, New Jersey",4139,65474.0,463800.0,1659.0,2173.0,141.0,41.0,309.0,0.0,0.0,68.0,1448.0,4249.0,46133.0,221600.0,1104.0,2600.0,105.0,6.0,176.0,1.0,1317.0
34017018301,"Census Tract 183.01, Hudson County, New Jersey",2375,218173.0,1078700.0,1720.0,1816.0,0.0,0.0,330.0,0.0,0.0,54.0,175.0,12.00000024,81534.00341,254500.0,8.360655785,10.62295151,0.491803288,0.098360658,0.393442631,0.0,0.393442631
34017018302,"Census Tract 183.02, Hudson County, New Jersey",3726,216300.0,836800.0,2835.0,2737.0,41.0,0.0,554.0,0.0,0.0,103.0,291.0,109.99999979999998,81534.00359,254500.0,76.63934326,97.37705231,4.508196831,0.901639342,3.606557369,0.0,3.606557369
34017018400,"Census Tract 184, Hudson County, New Jersey",5483,126358.0,607300.0,2917.0,4306.0,26.0,0.0,138.0,0.0,18.0,123.0,872.0,3630.0,62917.0,337100.0,1673.0,2727.0,161.0,16.0,135.0,0.0,563.0
34017018500,"Census Tract 185, Hudson County, New Jersey",6465,126591.0,604700.0,4213.0,5042.0,95.0,0.0,475.0,0.0,0.0,32.0,821.0,3311.0,65245.0,216800.0,1590.0,2232.0,62.0,3.0,101.0,0.0,884.0
34017018600,"Census Tract 186, Hudson County, New Jersey",2492,112773.0,628500.0,1384.0,1769.0,6.0,0.0,229.0,0.0,0.0,74.0,414.0,2613.0,76037.0,257600.0,1265.0,2141.0,47.0,3.0,203.0,1.0,212.0
34017018701,"Census Tract 187.01, Hudson County, New Jersey",2775,116053.0,764200.0,920.0,2090.0,178.0,6.0,197.0,12.0,0.0,110.0,182.0,2512.999954,80551.00223,248799.9996,1125.439819,1850.299438,56.23910522,2.631069183,167.73066709999995,0.32888364800000003,424.2599182
34017018702,"Census Tract 187.02, Hudson County, New Jersey",4451,105815.0,629500.0,2520.0,3030.0,51.0,0.0,413.0,0.0,0.0,45.0,912.0,5128.000046,80550.99891000001,248799.9865,2296.560059,3775.700684,114.7608948,5.368930817000001,342.2693481,0.6711163520000001,865.7401123
34017018800,"Census Tract 188, Hudson County, New Jersey",3271,107069.0,515400.0,2255.0,2613.0,8.0,0.0,315.0,0.0,0.0,33.0,302.0,3459.0,65256.0,263400.0,1878.0,2837.0,53.0,4.0,209.0,0.0,338.0
