GEOID,name,total_population,median_income,median_home_value,educational_attainment,white_alone,black_alone,native,asian,native_hawaiian_pacific_islander,some_other_race_alone,two_or_more,hispanic_or_latino,total_population00,median_income00,median_home_value00,educational_attainment_00,white_alone00,black_alone00,native00,asian00,native_hawaiian_pacific_islander00,hispanic_or_latino00,educational_attainment_pct,educational_attainment_pct00,educational_attainment_change,home_pct_change,has_pop_500+_2000,has_pop_500+_2016,median_40th_home_2000,median_40th_income_2000,educational_is_upper3rd,median_home_higher,median_home_top_third,gentrified,pct_white_alone_change,pct_white_alone_2016,pct_black_alone_change,pct_black_alone_2016,pct_native_alone_change,pct_native_alone_2016,pct_asian_alone_change,pct_asian_alone_2016,pct_hispanic_or_latino_alone_change,pct_hispanic_or_latino_alone_2016,pct_native_hawaiian_pacific_islander_change,pct_native_hawaiian_pacific_islander_2016,low_population,eligible_for_gentrification,eligible_not_gentrified_highpop,not_eligible_highpop
36005000100,"Census Tract 1, Bronx County, New York",7503,,,76.0,510.0,4496.0,14.0,135.0,0.0,34.0,74.0,2240.0,12780.0,,,0.0,1091.0,7747.0,17.0,64.0,0.0,3443.0,1.012928162068506,0.0,1.012928162068506,,True,True,False,False,False,False,False,False,-1.7394951252675757,6.797281087564974,-0.6954557770006247,59.92269758763161,0.09355569196421587,0.18659202985472478,0.3522096638652833,1.7992802878848462,2.9141926953788158,29.854724776755965,0.0,0.0,False,False,False,True
36005000200,"Census Tract 2, Bronx County, New York",5251,70893.0,394800.0,615.0,93.0,950.0,0.0,147.0,0.0,125.0,0.0,3936.0,3545.0,42539.0,167900.0,176.0,209.0,807.0,8.0,25.0,0.0,2464.0,11.712054846695867,4.964739069111425,6.747315777584443,0.40460992907801424,True,True,True,True,False,True,True,False,-4.124536423849953,1.7710912207198628,-4.672664942052812,18.091792039611505,-0.0733180247217334,0.0,-0.22911882725541705,2.799466768234622,5.450804051293616,74.95715101885355,0.0,0.0,False,True,True,False
36005000400,"Census Tract 4, Bronx County, New York",5980,76667.0,353500.0,972.0,243.0,1778.0,19.0,34.0,0.0,24.0,33.0,3868.0,3314.0,39013.0,168800.0,229.0,174.0,738.0,9.0,85.0,0.0,2255.0,16.254180602006688,6.910078455039227,9.344102146967462,0.33148514851485156,True,True,True,True,True,True,False,False,-1.1869074747246398,4.063545150501673,7.463280336991339,29.732441471571907,-0.12107346354676521,0.3177257525083612,-1.1434716001638938,0.5685618729096991,-3.362384774837878,64.68227424749163,0.0,0.0,False,True,True,False
36005001600,"Census Tract 16, Bronx County, New York",6056,31540.0,376400.0,358.0,142.0,1776.0,0.0,0.0,0.0,97.0,0.0,4041.0,5237.0,24552.0,186800.0,351.0,250.0,1625.0,25.0,56.0,0.0,3250.0,5.911492734478204,6.702310483101012,-0.7908177486228087,0.30520722635494163,True,True,False,True,False,True,False,False,-2.4289433809680077,2.344782034346103,-1.7029272206777861,29.326287978863935,-0.06455880309019568,0.0,-0.1446117189220385,0.0,4.668782282554609,66.72721268163805,0.0,0.0,False,False,False,True
36005001900,"Census Tract 19, Bronx County, New York",2682,39130.0,374400.0,370.0,195.0,875.0,0.0,50.0,0.0,69.0,44.0,1449.0,1584.0,22771.9156,116340.4762,37.0,91.0,471.0,9.0,15.0,0.0,987.0,13.795674869500372,2.335858585858586,11.459816283641786,0.5649661680555556,True,True,True,True,True,True,True,True,1.5257440173547563,7.270693512304251,2.890058301132129,32.62490678598061,-0.2326113483831605,0.0,-0.3876855806386008,1.864280387770321,-8.283760423022159,54.0268456375839,0.0,0.0,False,True,False,False
36005002000,"Census Tract 20, Bronx County, New York",9131,17083.0,378500.0,597.0,128.0,3135.0,165.0,243.0,0.0,0.0,0.0,5603.0,9068.0,14691.0,211500.0,302.0,130.0,3873.0,14.0,69.0,0.0,4940.0,6.538166684919505,3.330392589325099,3.2077740955944054,0.21770145310435932,True,True,False,True,False,True,False,False,-0.03179472131780625,1.4018179826963093,-8.37704191652,34.333588873069765,-0.0010652185748805387,1.807030993319461,-0.005250005833339788,2.661263826525025,6.88510909939658,61.362391851932976,0.0,0.0,False,False,False,True
36005002300,"Census Tract 23, Bronx County, New York",4824,16503.0,,140.0,10.0,1744.0,95.0,0.0,0.0,0.0,0.0,3028.0,4338.0,14112.0,187500.0,152.0,50.0,1542.0,17.0,9.0,0.0,2712.0,2.902155887230514,3.503918856615952,-0.601762969385438,,True,True,False,True,False,False,False,False,-0.9453080379568273,0.20729684908789386,0.6062357644694956,36.152570480928695,-0.039481018145785585,1.9693200663349917,-0.020901715488945344,0.0,0.25219683050858777,62.76948590381426,0.0,0.0,False,False,False,True
36005002400,"Census Tract 24, Bronx County, New York",123,,,65.0,58.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,52.84552845528455,,,,False,False,False,False,False,False,False,False,,47.15447154471545,,52.84552845528455,,0.0,,0.0,,0.0,,0.0,True,False,False,False
36005002500,"Census Tract 25, Bronx County, New York",5651,21060.0,475000.0,313.0,91.0,1011.0,0.0,146.0,0.0,0.0,7.0,4396.0,5109.0,12221.0,92400.0,90.0,40.0,974.0,10.0,32.0,0.0,4038.0,5.538842682711024,1.7615971814445097,3.7772455012665147,0.7276631578947368,True,True,True,True,False,True,True,False,0.8274023734369199,1.6103344540789242,-1.1737573386460731,17.89063882498673,-0.018773190041937976,0.0,-0.0600742081342015,2.583613519731021,-1.245452220689998,77.79154132012033,0.0,0.0,False,True,True,False
36005002701,"Census Tract 27.01, Bronx County, New York",3034,18409.0,,159.0,0.0,950.0,0.0,0.0,0.0,20.0,0.0,2064.0,3033.0,12898.0,187500.0,161.0,14.0,1033.0,2.0,3.0,0.0,1967.0,5.240606460118655,5.30827563468513,-0.06766917456647548,,True,True,False,True,False,False,False,False,-0.46158918562479395,0.0,-2.7468881634040514,31.31179960448253,-2.1734117413352294e-05,0.0,-3.260117612001456e-05,0.0,3.1757240340869117,68.02900461437046,0.0,0.0,False,False,False,True
36005002702,"Census Tract 27.02, Bronx County, New York",4684,16000.0,437100.0,187.0,45.0,1403.0,55.0,0.0,0.0,0.0,0.0,3236.0,4736.0,12654.0,148400.0,77.0,54.0,1112.0,10.0,9.0,0.0,3547.0,3.9923142613151152,1.6258445945945945,2.366469666720521,0.5246854266758179,True,True,True,True,False,True,True,False,-0.17948536709211327,0.9607173356105894,6.473301867195975,29.953031596925705,0.002344092598148939,1.1742100768573869,0.0021096833383340563,0.0,-5.808174608211971,69.0862510674637,0.0,0.0,False,True,True,False
36005002800,"Census Tract 28, Bronx County, New York",5350,49180.0,254700.0,791.0,38.0,3031.0,0.0,37.0,0.0,20.0,215.0,2009.0,5718.0,34234.0,145800.0,522.0,70.0,4448.0,25.0,14.0,2.0,1155.0,14.785046728971963,9.12906610703043,5.6559806219415325,0.19858657243816255,True,True,True,True,False,True,False,False,-0.5139238933945273,0.7102803738317757,-21.135231258560438,56.65420560747664,0.030073909902488594,0.0,0.01684138954539366,0.6915887850467289,17.352031459924884,37.55140186915888,-0.03497726477789437,0.0,False,True,True,False
36005003100,"Census Tract 31, Bronx County, New York",1744,45101.0,58100.0,105.0,14.0,519.0,0.0,35.0,0.0,0.0,8.0,1168.0,1478.0,27330.0,,110.0,24.0,306.0,3.0,2.0,0.0,1134.0,6.020642201834862,7.442489851150203,-1.4218476493153407,,True,True,False,True,False,False,False,False,-0.8210636739456988,0.8027522935779817,9.055520725999678,29.759174311926607,-0.03095864731660683,0.0,-0.02063909821107124,2.0068807339449544,-9.752827401273734,66.97247706422019,0.0,0.0,False,False,False,True
36005003300,"Census Tract 33, Bronx County, New York",3855,20268.0,406300.0,159.0,45.0,1271.0,89.0,0.0,0.0,0.0,41.0,2409.0,3116.0,11322.0,183900.0,50.0,46.0,650.0,17.0,15.0,0.0,2383.0,4.124513618677042,1.6046213093709885,2.519892309306054,0.36633029780950044,True,True,False,True,False,True,False,False,-0.3089364295240331,1.1673151750972763,12.110091590369105,32.970168612191955,-0.10458551237160951,2.308690012970169,-0.09228133444553782,0.0,-13.985979231080456,62.490272373540854,0.0,0.0,False,False,False,True
36005003500,"Census Tract 35, Bronx County, New York",3935,26066.0,420000.0,246.0,15.0,1028.0,25.0,0.0,0.0,0.0,0.0,2892.0,3473.0,18736.0,176600.0,150.0,24.0,879.0,9.0,6.0,0.0,2553.0,6.2515883100381195,4.319032536711776,1.9325557733263432,0.4113333333333334,True,True,True,True,False,True,True,False,-0.3098507967252185,0.3811944091486658,0.8149928418575563,26.124523506988563,-0.0304253067135071,0.6353240152477764,-0.020283537809004742,0.0,-0.015651690971665744,73.49428208386277,0.0,0.0,False,True,True,False
36005003700,"Census Tract 37, Bronx County, New York",279,,,12.0,56.0,60.0,0.0,0.0,0.0,0.0,0.0,163.0,478.0,23750.0,,22.0,3.0,174.0,3.0,1.0,0.0,297.0,4.301075268817204,4.602510460251046,-0.3014351914338418,,False,False,False,True,False,False,False,False,19.444069525052114,20.07168458781362,-14.896297296081347,21.50537634408602,0.447653754442795,0.0,0.14921791814759827,0.0,-3.710952145288772,58.422939068100355,0.0,0.0,True,False,False,False
36005003800,"Census Tract 38, Bronx County, New York",1246,30694.0,350000.0,81.0,14.0,477.0,0.0,9.0,0.0,8.0,9.0,729.0,1263.0,47647.0,192200.0,56.0,43.0,440.0,5.0,12.0,0.0,753.0,6.500802568218298,4.433887569279493,2.066914998938805,0.2312,True,True,False,False,False,True,False,False,-2.280996735078776,1.1235955056179776,3.444815968502212,38.28250401284109,0.0054012904636086545,0.0,0.012963097112660638,0.7223113964686998,-1.1127293800970648,58.50722311396469,0.0,0.0,False,False,False,True
36005003900,"Census Tract 39, Bronx County, New York",6487,28537.0,245000.0,316.0,297.0,915.0,89.0,0.0,0.0,0.0,0.0,5275.0,6022.0,15893.0,138200.0,104.0,88.0,1125.0,4.0,33.0,0.0,4745.0,4.871281023585633,1.7270009963467288,3.1442800272389038,0.2102857142857143,True,True,True,True,False,True,False,False,3.1170790089490996,4.578387544319408,-4.576367818794221,14.105133343610298,-0.0047613301354260465,1.3719747186681055,-0.0392809736172649,0.0,2.522058653750804,81.3164791120703,0.0,0.0,False,True,True,False
36005004001,"Census Tract 40.01, Bronx County, New York",1489,49709.0,409500.0,147.0,171.0,121.0,0.0,280.0,0.0,29.0,40.0,848.0,1420.0,29545.0,173100.0,195.0,216.0,262.0,15.0,172.0,0.0,723.0,9.87239758226998,13.732394366197184,-3.8599967839272047,0.4082051282051283,True,True,True,True,False,True,True,False,-3.727050009931988,11.484217595701814,-10.324444990966619,8.126259234385493,-0.04895051977411824,0.0,-0.5612992934098884,18.804566823371392,6.0354808501782955,56.950973807924775,0.0,0.0,False,True,True,False
36005004100,"Census Tract 41, Bronx County, New York",6208,18394.0,342900.0,169.0,36.0,1188.0,0.0,31.0,0.0,0.0,0.0,4953.0,5240.0,12970.0,107500.0,71.0,52.0,1331.0,20.0,17.0,6.0,3815.0,2.7222938144329896,1.3549618320610688,1.3673319823719208,0.5610965296004666,True,True,True,True,False,True,True,False,-0.41246950499724555,0.5798969072164949,-6.264165420634299,19.136597938144327,-0.059514440859368856,0.0,-0.05058727473046354,0.49935567010309273,6.978805973085699,79.78414948453609,-0.11450381679389314,0.0,False,True,True,False
36005004200,"Census Tract 42, Bronx County, New York",7848,23250.0,,534.0,362.0,3678.0,70.0,96.0,0.0,0.0,29.0,3683.0,7539.0,29358.326930000007,118377.161,516.6554622,135.3340336,3615.718488,20.03151261,35.10084034,4.0,3693.720588,6.804281345565749,6.8531033585356145,-0.04882201296986555,,True,True,True,True,False,False,False,False,2.8175210014063463,4.612640163098878,-1.094743443208472,46.86544342507645,-0.01046163314084797,0.891946992864424,-0.018331721708785997,1.2232415902140672,-2.0656807749955064,46.92915392456677,-0.05305743467303355,0.0,False,True,True,False
36005004300,"Census Tract 43, Bronx County, New York",6021,21551.0,439900.0,291.0,23.0,1555.0,49.0,34.0,0.0,0.0,124.0,4285.0,4789.0,19434.0,177500.0,105.0,29.0,989.0,13.0,32.0,0.0,3713.0,4.833084205281515,2.1925245353936105,2.6405596698879044,0.4350988861104797,True,True,True,True,False,True,True,False,-0.2235580493677572,0.38199634612190664,5.174781700395798,25.826274705198472,-0.05554444042496354,0.8138183026075403,-0.13672477643067948,0.5646902507889056,-6.364263672538343,71.16758013619,0.0,0.0,False,True,True,False
36005004400,"Census Tract 44, Bronx County, New York",4827,20725.0,362500.0,256.0,81.0,1592.0,24.0,142.0,0.0,0.0,6.0,3006.0,4671.0,13185.0,180200.0,158.0,61.0,1947.0,10.0,28.0,0.0,2603.0,5.303501139424073,3.3825733247698566,1.9209278146542164,0.3040551724137932,True,True,True,True,False,True,False,False,0.3721306997315861,1.6780609073958979,-8.701575474819904,32.98114771079345,-0.006918906030478594,0.4972032318210068,-0.01937293688534003,2.9417857882742906,6.547879694594158,62.2747047855811,0.0,0.0,False,True,True,False
36005004600,"Census Tract 46, Bronx County, New York",1976,40625.0,135200.0,220.0,51.0,713.0,8.0,0.0,0.0,0.0,14.0,1190.0,1418.999979,17975.99975,,103.3445358,52.66596603,586.2814941,4.968487263,15.89915943,0.0,744.2794188999999,11.133603238866396,7.28291313103677,3.8506901078296263,,True,True,False,True,False,False,False,False,-1.1305129637181652,2.580971659919028,-5.233529966586559,36.082995951417004,-0.09869838879753356,0.4048582995951417,-0.31583484789465044,0.0,7.771690393550678,60.22267206477733,0.0,0.0,False,False,False,True
36005004800,"Census Tract 48, Bronx County, New York",4504,30179.0,,241.0,29.0,996.0,21.0,0.0,0.0,0.0,73.0,3406.0,3678.0,19023.0,175000.0,117.0,72.0,611.0,15.0,89.0,0.0,2863.0,5.350799289520427,3.1810766721044046,2.169722617416022,,True,True,True,True,False,False,False,False,-1.3137135306952092,0.6438721136767318,5.501387444137624,22.11367673179396,-0.07479304239986784,0.4662522202486678,-0.4437720515725492,0.0,-2.2195484262915954,75.62166962699823,0.0,0.0,False,True,True,False
36005005001,"Census Tract 50.01, Bronx County, New York",5181,27283.0,381800.0,354.0,47.0,1596.0,75.0,0.0,0.0,11.0,63.0,3389.0,4871.000047,20384.99971,176999.9982,210.4417114,70.75195313,1224.099487,16.3273735,58.50642395,1.360614538,3462.7639159999994,6.832657788071801,4.320297872499691,2.5123599155721097,0.35096910036668416,True,True,True,True,False,True,False,False,-0.5453531279945067,0.9071607797722447,5.674511325005721,30.804863925883037,-0.02005608814250137,1.447596988998263,-0.07186765193089717,0.0,-5.677301143041404,65.41208260953483,-0.027932960888349585,0.0,False,True,True,False
36005005002,"Census Tract 50.02, Bronx County, New York",5687,28010.0,554900.0,263.0,35.0,1236.0,162.0,64.0,0.0,259.0,52.0,3953.0,5868.999953000001,20385.00024,177000.0015,253.5582886,85.24804688,1474.900513,19.6726265,70.49357605,1.639385462,4172.23584,4.624582380868648,4.320298017218266,0.3042843636503818,0.5534330472157145,True,True,True,True,False,True,True,False,-0.8370752954930378,0.6154387198874627,-3.3965760335092767,21.733778793740107,0.010727197786629283,2.848602074907684,0.038439124179739936,1.1253736592227888,-1.5799753264069096,69.50940742043257,-0.02793296089842377,0.0,False,True,True,False
36005005100,"Census Tract 51, Bronx County, New York",5676,19657.0,,277.0,9.0,1351.0,77.0,24.0,0.0,0.0,0.0,4215.0,5634.0,12336.1875,177948.4646,85.0,38.05882353,2123.4411760000007,21.0,24.0,0.0,3414.5,4.8801973220577874,1.508697195598154,3.371500126459633,,True,True,True,True,False,False,False,False,-0.516958106576201,0.15856236786469344,-13.887788511761514,23.80197322057787,-0.0027580958556514545,1.3565891472868217,-0.0031521095493158846,0.42283298097251587,13.654788467181675,74.2600422832981,0.0,0.0,False,True,True,False
36005005200,"Census Tract 52, Bronx County, New York",2368,18917.0,265000.0,138.0,14.0,611.0,35.0,9.0,0.0,0.0,18.0,1716.0,2186.0,13826.0,211800.0,54.0,28.0,678.0,5.0,49.0,0.0,1405.0,5.827702702702703,2.4702653247941444,3.3574373779085582,-0.11894339622641509,True,True,False,True,False,False,False,False,-0.6896621003437104,0.5912162162162162,-5.2131886575505035,25.802364864864863,-0.017579622165624004,1.4780405405405406,-0.17228029722311522,0.3800675675675676,8.193572117405594,72.46621621621621,0.0,0.0,False,False,False,True
36005005300,"Census Tract 53, Bronx County, New York",3866,15141.0,,251.0,69.0,1876.0,34.0,6.0,0.0,0.0,44.0,1837.0,4159.000008,15527.00025,198200.0,198.9043579,30.98509979,2609.7451170000004,7.996154785,8.995674133,0.0,1487.28479,6.492498706673564,4.782504388492417,1.7099943181811472,,True,True,False,True,False,False,False,False,1.0397772632670146,1.784790481117434,-14.223733612412083,48.52560786342473,0.014571291744638143,0.8794619762027935,0.016392703212490173,0.1551991722710812,11.75617878491903,47.516813243662696,0.0,0.0,False,False,False,True
36005005400,"Census Tract 54, Bronx County, New York",6292,29857.0,424800.0,280.0,105.0,1072.0,33.0,94.0,0.0,174.0,112.0,4735.0,5550.0,21282.0,220500.0,154.0,76.0,1615.0,13.0,262.0,1.0,3435.0,4.450095359186268,2.774774774774775,1.6753205844114936,0.2733050847457627,True,True,False,True,False,True,False,False,0.2994163903254812,1.6687857596948505,-12.061591152500245,17.037507946598858,-0.02762266398630034,0.5244755244755245,-0.5567029203392835,1.4939605848696758,13.362399271490169,75.25429116338206,-0.018018018018018018,0.0,False,False,False,True
36005005600,"Census Tract 56, Bronx County, New York",2614,18918.0,424000.0,93.0,40.0,643.0,0.0,53.0,0.0,183.0,15.0,1680.0,2710.0,12604.0,208700.0,147.0,60.0,749.0,33.0,81.0,0.0,1733.0,3.5577658760520277,5.424354243542435,-1.8665883674904076,0.31089622641509435,True,True,False,True,False,True,False,False,-0.6838002580484868,1.5302218821729152,-3.040059627834225,24.59831675592961,0.044720875670883675,0.0,0.10976942210126017,2.0275439938791124,0.32097956786759596,64.26931905126243,0.0,0.0,False,False,False,True
36005005902,"Census Tract 59.02, Bronx County, New York",2746,29908.0,206800.0,465.0,84.0,552.0,0.0,33.0,0.0,0.0,49.0,2028.0,2682.0,33256.0,60000.0,341.0,92.0,1013.0,4.0,21.0,0.0,1543.0,16.933721777130373,12.714392244593586,4.219329532536786,0.5938104448742747,True,True,True,True,False,True,True,False,-0.37128101182222606,3.058994901675164,-17.668354159504187,20.101966496722508,-0.0034760071323321207,0.0,-0.01824903744474371,1.2017479970866713,16.32118414527973,73.85287691187182,0.0,0.0,False,True,True,False
36005006000,"Census Tract 60, Bronx County, New York",1269,39783.0,370800.0,182.0,17.0,230.0,0.0,31.0,0.0,25.0,0.0,966.0,1081.0,30242.0,57900.0,37.0,32.0,147.0,8.0,5.0,7.0,880.0,14.34200157604413,3.4227567067530065,10.919244869291123,0.7813915857605178,True,True,True,True,True,True,True,True,-1.6205845068009734,1.3396375098502757,4.5259875972179415,18.124507486209616,-0.10963785246856483,0.0,-0.06852365779285302,2.442868400315209,-5.283174015828962,76.12293144208037,-0.6475485661424607,0.0,False,True,False,False
36005006100,"Census Tract 61, Bronx County, New York",3878,42713.0,23100.0,1017.0,91.0,2861.0,0.0,20.0,0.0,0.0,109.0,797.0,4039.0,30469.0,17300.0,446.0,84.0,3292.0,14.0,12.0,1.0,628.0,26.224858174316658,11.042337212181232,15.182520962135426,-0.048484848484848485,True,True,True,True,True,False,False,False,0.26684769347239845,2.3465703971119134,-7.730181274093823,73.77514182568335,0.01439037971832402,0.0,0.012334611187134858,0.5157297576070139,5.003427770572655,20.551830840639504,-0.02475860361475613,0.0,False,True,True,False
36005006200,"Census Tract 62, Bronx County, New York",7386,24835.0,,291.0,2.0,2179.0,81.0,152.0,0.0,0.0,1.0,5031.0,6399.0,16314.0,219800.0,256.0,91.0,2813.0,33.0,72.0,0.0,3356.0,3.9398862713241267,4.000625097671511,-0.06073882634738448,,True,True,False,True,False,False,False,False,-1.3950189465276166,0.027078256160303276,-14.458233662372862,29.50176008665042,-0.06891435235171411,1.0966693744922826,-0.15035858694919446,2.057947468183049,15.66965873145542,68.11535337124289,0.0,0.0,False,False,False,True
36005006300,"Census Tract 63, Bronx County, New York",4291,31926.0,222800.0,768.0,244.0,936.0,61.0,174.0,0.0,24.0,22.0,2858.0,5885.0000009999985,23757.98101,88379.54271000002,235.0,153.2941177,1868.705883,27.0,284.0,0.0,3517.0,17.897925891400607,3.993203057945081,13.904722833455526,0.44465278368940747,True,True,True,True,True,True,True,True,3.081492377145792,5.686320205080401,-9.940613655581313,21.81309718014449,0.17043041429181988,1.4215800512701002,1.79267546884729,4.0549988347704495,6.842414048983144,66.60452109065486,0.0,0.0,False,True,False,False
36005006400,"Census Tract 64, Bronx County, New York",3266,27917.0,541300.0,283.0,154.0,1104.0,31.0,146.0,0.0,18.0,126.0,1718.0,3967.0,35279.0,226500.0,335.0,81.0,1510.0,23.0,99.0,0.0,2133.0,8.665033680342928,8.44466851525082,0.22036516509210813,0.41418806576759654,True,True,False,True,False,True,True,False,2.6734027867074213,4.715248009797918,-4.261211331513152,33.80281690140845,0.12444214061784376,0.9491733006736068,0.535642257442023,4.470300061236987,-1.16601892125653,52.602571953459886,0.0,0.0,False,False,False,True
36005006500,"Census Tract 65, Bronx County, New York",5609,22365.0,,336.0,138.0,1637.0,0.0,78.0,0.0,26.0,0.0,3730.0,4655.0,17457.0,226600.0,310.0,153.0,1318.0,20.0,104.0,0.0,3010.0,5.9903726154394725,6.659505907626208,-0.6691332921867357,,True,True,False,True,False,False,False,False,-0.8264567896577142,2.4603316099126404,0.871596764368455,29.185238010340527,-0.0730757438894335,0.0,-0.3799938682250541,1.390622214298449,1.8386132920105638,66.5002674273489,0.0,0.0,False,False,False,True
36005006700,"Census Tract 67, Bronx County, New York",7597,20945.0,349200.0,260.0,21.0,2255.0,82.0,0.0,75.0,226.0,0.0,4938.0,6491.0,17353.0,187500.0,67.0,80.0,1937.0,17.0,60.0,0.0,4370.0,3.4224035803606685,1.0321984285934371,2.3902051517672316,0.24828178694158076,True,True,False,True,False,True,False,False,-0.9560508310663621,0.2764249045675925,-0.15854923475517424,29.682769514281954,-0.038128552029402435,1.0793734368829802,-0.13457136010377313,0.0,-2.324645213539455,64.99934184546532,0.9872318020271159,0.9872318020271159,False,False,False,True
36005006800,"Census Tract 68, Bronx County, New York",3358,47863.0,404400.0,255.0,110.0,1334.0,24.0,296.0,0.0,0.0,8.0,1586.0,3209.0,25966.0,226700.0,210.0,34.0,1003.0,42.0,163.0,6.0,1913.0,7.593805836807624,6.544094733561857,1.0497111032457669,0.21518298714144413,True,True,False,True,False,True,False,False,2.216239280864142,3.275759380583681,8.470184455533879,39.726027397260275,-0.05807445594405691,0.714711137581894,-0.22538419806860244,8.81477069684336,-12.383092445290949,47.23049434187016,-0.1869741352446245,0.0,False,False,False,True
36005006900,"Census Tract 69, Bronx County, New York",8672,26513.0,574100.0,932.0,221.0,3240.0,17.0,150.0,0.0,0.0,188.0,4873.0,4323.0,10576.0,187500.0,139.0,87.0,1418.0,37.0,8.0,0.0,2758.0,10.747232472324724,3.2153597039093222,7.531872768415401,0.54276258491552,True,True,False,True,False,True,True,False,0.5359404088489179,2.548431734317343,4.560328219520912,37.36162361623616,-0.42922659882393405,0.1960332103321033,-0.09280575109706685,1.7297047970479706,-7.605945052337404,56.19234317343174,0.0,0.0,False,False,False,True
36005007000,"Census Tract 70, Bronx County, New York",4889,33412.0,421500.0,322.0,113.0,993.0,35.0,328.0,0.0,190.0,146.0,3084.0,4160.0,32146.0,220700.0,326.0,132.0,963.0,44.0,353.0,0.0,2532.0,6.5862139496829615,7.836538461538462,-1.2503245118555002,0.2669513641755635,True,True,False,True,False,True,False,False,-0.8617658165111628,2.31131110656576,-2.8381364365844846,20.31090202495398,-0.15771276177289673,0.7158928206177132,-1.2652864751325588,6.708938433217426,2.2149999213304596,63.08038453671507,0.0,0.0,False,False,False,True
36005007100,"Census Tract 71, Bronx County, New York",2544,37744.0,223400.0,391.0,42.0,815.0,7.0,33.0,0.0,0.0,31.0,1623.0,1885.0,36316.0,104700.0,107.0,40.0,560.0,2.0,9.0,0.0,1271.0,15.369496855345911,5.676392572944297,9.693104282401613,0.3438675022381379,True,True,True,True,True,True,False,False,-0.4710725188929481,1.650943396226415,2.327940710341494,32.03616352201258,-0.02748444355471029,0.2751572327044025,-0.12367999599619633,1.2971698113207548,-3.629885891597013,63.79716981132076,0.0,0.0,False,True,True,False
36005007200,"Census Tract 72, Bronx County, New York",5563,35032.0,333300.0,771.0,341.0,1019.0,85.0,1322.0,0.0,9.0,391.0,2481.0,5073.0,31126.0,202800.0,474.0,373.0,783.0,62.0,901.0,0.0,2842.0,13.859428365989574,9.343583678296866,4.515844687692708,0.14815481548154816,True,True,False,True,False,True,False,False,-1.2228652045053243,6.129786086643898,2.8828005599640196,18.3174546108215,-0.10764995367473107,1.5279525435915873,-1.5643969074343964,23.764156030918567,-11.423839305478502,44.598238360596795,0.0,0.0,False,False,False,True
36005007300,"Census Tract 73, Bronx County, New York",4046,19925.0,,111.0,63.0,1600.0,3.0,0.0,40.0,0.0,15.0,2325.0,3248.0,21545.0,,74.0,32.0,718.0,6.0,23.0,5.0,2444.0,2.7434503213049926,2.2783251231527095,0.46512519815228304,,True,True,False,True,False,False,False,False,0.5718717507286889,1.5570934256055362,17.43931852659928,39.54522985664854,-0.03643445207697682,0.07414730598121602,-0.13966539962841118,0.0,-17.78214328327681,57.46416213544241,0.8346898597167063,0.9886307464162136,False,False,False,True
36005007400,"Census Tract 74, Bronx County, New York",3701,39375.0,362600.0,515.0,115.0,1078.0,0.0,7.0,0.0,20.0,46.0,2435.0,3503.0,40654.0,211000.0,494.0,88.0,1536.0,4.0,88.0,0.0,1769.0,13.915158065387732,14.102198115900656,-0.18704005051292327,0.18532818532818532,True,True,False,True,False,True,False,False,0.5951358479700457,3.10726830586328,-14.720867272218058,29.1272629019184,-0.006108941399902493,0.0,-0.13439671079785454,0.18913807079167794,15.29345711550134,65.79302891110511,0.0,0.0,False,False,False,True
36005007500,"Census Tract 75, Bronx County, New York",6043,26401.0,308000.0,498.0,86.0,2480.0,155.0,0.0,0.0,0.0,9.0,3383.0,4688.0,20813.0,110400.0,211.0,36.0,1466.0,14.0,30.0,1.0,3125.0,8.240939930498097,4.500853242320819,3.7400866881772785,0.49818181818181817,True,True,True,True,False,True,True,False,0.6552161161279318,1.4231342048651332,9.767887872974057,41.03921893099454,-0.06696180219236539,2.5649511831871585,-0.14348957612649732,0.0,-10.677428231914739,55.98212808207844,-0.021331058020477817,0.0,False,True,True,False
36005007600,"Census Tract 76, Bronx County, New York",5013,34778.0,518800.0,269.0,203.0,1125.0,8.0,416.0,0.0,6.0,30.0,3233.0,4929.0,33121.48973,220197.9522,367.0,123.0,1096.0,22.0,180.0,0.0,3423.0,5.366048274486335,7.445729356867519,-2.0796810823811835,0.405788101233616,True,True,False,True,False,True,True,False,1.554036194876887,4.049471374426491,0.20590408941620808,22.44165170556553,-0.007479032907623306,0.15958507879513265,-0.06119208742600968,8.2984240973469,-4.953815150602338,64.492319968083,0.0,0.0,False,False,False,True
36005007700,"Census Tract 77, Bronx County, New York",2040,30912.0,353300.0,153.0,48.0,512.0,9.0,0.0,0.0,0.0,0.0,1471.0,1307.0,21958.0,101000.0,29.0,20.0,319.0,0.0,24.0,0.0,941.0,7.5,2.218821729150727,5.2811782708492725,0.5997735635437306,True,True,True,True,False,True,True,False,0.8227192942976731,2.3529411764705883,0.6910001950282805,25.098039215686274,0.0,0.4411764705882353,-0.6597956703722041,0.0,0.11090358101925801,72.1078431372549,0.0,0.0,False,True,True,False
